                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  101069997 |          0 |          0 |          0 |          0 |  100492031 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  100574156 |          0 |          0 |          0 |          0 |  100463699 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200 |   99723200
  IPC                                |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.01 |       0.00 |       0.00 |       0.00 |       0.00 |       1.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.01 |       0.00 |       0.00 |       0.00 |       0.00 |       1.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800
  Idle time (ns)                     |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |    1803262 |   24930800 |   24930800 |   24930800 |   24930800 |    2119344 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |    2642424 |   24930800 |   24930800 |   24930800 |   24930800 |    2566764 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800 |   24930800
  Idle time (%)                      |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       7.2% |     100.0% |     100.0% |     100.0% |     100.0% |       8.5% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      10.6% |     100.0% |     100.0% |     100.0% |     100.0% |      10.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    3948125 |          0 |          0 |          0 |          0 |    3842557 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    3842900 |          0 |          0 |          0 |          0 |    3838278 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      32482 |          0 |          0 |          0 |          0 |      26995 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      27081 |          0 |          0 |          0 |          0 |      26193 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.82% |      0.00% |      0.00% |      0.00% |      0.00% |      0.70% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.70% |      0.00% |      0.00% |      0.00% |      0.00% |      0.68% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
